name,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date
H5N1|A/Indonesia/NIHRD9152/2009|EPI1377833|2009-01-23,EPI1377833,H5N1,2.1.3.2,others,Human,zoonotic,2009.1.23
H5N6|A/Chicken/Yangzhou/f14/2018|EPI1394243|2018-11-14,EPI1394243,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.11.14
H5N6|A/Chicken/Suzhou/j5/2019|EPI1429229|2019-02-12,EPI1429229,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.2.12
H5N1|A/Nepal/19FL1997/2019|EPI1435662|2019-03-25,EPI1435662,H5N1,2.3.2.1a,2.3.2.1,Human,zoonotic,2019.3.25
H5N1|A/Nepal/19FL1997/2019|EPI1449522|2019-03-25,EPI1449522,H5N1,2.3.2.1a,2.3.2.1,Human,zoonotic,2019.3.25
H5N6|A/wild_bird/Hunan/02_24_YYDTHF2-114-2/2016_H5N6_|EPI1485958|2017-02-24,EPI1485958,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.2.24
H5N1|A/chicken/East_Java/Spg119/2018|EPI1494302|2018-02-12,EPI1494302,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2018.2.12
H5N3|A/white-fronted_goose/Korea/H96-1/2016|EPI1513850|2016-11-29,EPI1513850,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2016.11.29
H5N2|A/mallard/Korea/A33-5/2017|EPI1513946|2017-11-06,EPI1513946,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2017.11.6
H5N1|A/chicken/Wuxi/WX-33/2013|EPI1536779|2013-05-01,EPI1536779,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2013.5.1
H5N1|A/duck/Bangladesh/34590/2018|EPI1556084|2018-01-23,EPI1556084,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2018.1.23
H5N1|A/duck/Bangladesh/34745/2018|EPI1556118|2018-01-24,EPI1556118,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2018.1.24
H5N1|A/duck/Bangladesh/34744/2018|EPI1556127|2018-01-24,EPI1556127,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2018.1.24
H5N1|A/chicken/Cote_d_Ivoire/Viro13-17/2016|EPI1557039|2016-02-09,EPI1557039,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2016.2.9
H5N1|A/chicken/Egypt/2628-2/2007|EPI156746|2007-03-01,EPI156746,H5N1,2002.2.1,2.2,Domestic,non-zoonotic,2007.3.1
H5N1|A/chicken/Egypt/2628-3/2007|EPI156748|2007-03-01,EPI156748,H5N1,2002.2.1,2.2,Domestic,non-zoonotic,2007.3.1
H5N1|A/chicken/Benin/6693-1/2007|EPI156788|2007-12-01,EPI156788,H5N1,2.2,2.2,Domestic,non-zoonotic,2007.12.1
H5N6|A/Luscinia_cyane/Jiangxi/U2/2016__H5N6_|EPI1574305|2016-10-01,EPI1574305,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2016.10.1
H5N2|A/chicken/Viet_Nam/QN-0271/2013|EPI1578905|2013-05-24,EPI1578905,H5N2,2.1.3.3,others,Domestic,non-zoonotic,2013.5.24
H5N1|A/chicken/Ha_Tinh/16VTC/2015|EPI1583598|2015-11-17,EPI1583598,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2015.11.17
H5N1|A/chicken/Ha_Tinh/20VTC/2015|EPI1583636|2015-09-09,EPI1583636,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.9.9
H5N8|A/chicken/Egypt/M14081D/2017|EPI1585011|2017-05-10,EPI1585011,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.5.10
H5N8|A/chicken/Egypt/Q13944C/2017|EPI1585019|2017-04-12,EPI1585019,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.4.12
H5N1|A/swine/Zhejiang/SW57/2015|EPI1600724|2015-01-01,EPI1600724,H5N1,2.3.2.1f,2.3.2.1,Mammals,zoonotic,2015.1.1
H5N1|A/chicken/Vietnam/NCVD-74/2007|EPI160532|2007-07-01,EPI160532,H5N1,2.3.4.3,2002.3.4,Domestic,non-zoonotic,2007.7.1
H5N1|A/chicken/Thailand/ICRC-618/2008|EPI160945|2008-01-29,EPI160945,H5N1,1,others,Domestic,non-zoonotic,2008.1.29
H5N2|A/ruddy_turnstone/Delaware/1016424/2003|EPI1624485|2003-05-24,EPI1624485,H5N2,Am-nonGsGD,Am-nonGsGD,Wild,nonGsGd,2003.5.24
H5N7|A/ruddy_turnstone/Delaware/828239/2001|EPI1624802|2001-05-18,EPI1624802,H5N7,Am-nonGsGD,Am-nonGsGD,Wild,nonGsGd,2001.5.18
H5N1|A/Bar-headed_goose/Tibet/3/2015|EPI1639815|2015-05-28,EPI1639815,H5N1,2.3.2.1f,2.3.2.1,Wild,non-zoonotic,2015.5.28
H5N1|A/Grey_goose/Jiangsu/6/2015|EPI1639847|2015-06-13,EPI1639847,H5N1,2.3.2.1d,2.3.2.1,Wild,non-zoonotic,2015.6.13
H5N6|A/Peacock/Hunan/15/2015|EPI1639911|2015-12-03,EPI1639911,H5N6,2.3.4.4g,H5N6_2.3.4.4x,Wild,non-zoonotic,2015.12.3
H5N1|A/duck/East_Java/Av172/2014|EPI1640408|2014-02-07,EPI1640408,H5N1,2.1.3.2b,others,Domestic,non-zoonotic,2014.2.7
H5N1|A/chicken/East_Java/Av193/2014|EPI1640416|2014-02-07,EPI1640416,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2014.2.7
H5N1|A/chicken/East_Java/Av464/2015|EPI1640673|2015-01-16,EPI1640673,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2015.1.16
H5N1|A/duck/East_Java/Av710/2016|EPI1640901|2016-01-19,EPI1640901,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.1.19
H5N1|A/chicken/East_Java/Av884/2016|EPI1640957|2016-08-19,EPI1640957,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.8.19
H5N1|A/duck/East_Java/Av570/2015|EPI1641133|2015-01-25,EPI1641133,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2015.1.25
H5N1|A/muscovy_duck/Vietnam/NCVD-52/2007|EPI164181|2007-07-01,EPI164181,H5N1,2.3.4.3,2002.3.4,Domestic,non-zoonotic,2007.7.1
H5N1|A/muscovy_duck/Vietnam/NCVD-69/2007|EPI164205|2007-07-01,EPI164205,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2007.7.1
H5N1|A/Sichuan/1/2006|EPI164224|2006-01-11,EPI164224,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.1.11
H5N1|A/Anhui/2/2005|EPI164240|2005-11-17,EPI164240,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2005.11.17
H5N1|A/chicken/East_Java/Av225/2014|EPI1647310|2014-01-26,EPI1647310,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2014.1.26
H5N1|A/chicken/East_Java/Av1210/2017|EPI1647334|2017-04-30,EPI1647334,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2017.4.30
H5N6|A/chicken/Ba_Ria-Vung_Tau/21078VTC/2019|EPI1665376|2019-08-02,EPI1665376,H5N6,2.3.4.4g,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.8.2
H5N6|A/chicken/Thanh_Hoa/13836VTC/2019|EPI1665392|2019-07-24,EPI1665392,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.7.24
H5N1|A/chicken/Astana/6/2005|EPI166656|2005-06-01,EPI166656,H5N1,2.2,2.2,Domestic,non-zoonotic,2005.6.1
H5N8|A/turkey/Poland/23/2019|EPI1669669|2019-12-30,EPI1669669,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2019.12.30
H5N2|A/Muscovy_duck/New_York/62095-1/2006|EPI167454|2006-05-15,EPI167454,H5N2,Am-nonGsGD,Am-nonGsGD,Domestic,nonGsGd,2006.5.15
H5N8|A/Korean_native_chicken/Korea/H2038/2014|EPI1681724|2014-12-27,EPI1681724,H5N8,2.3.4.4c,H5N8_2.3.4.4x,Domestic,non-zoonotic,2014.12.27
H5N8|A/chicken/Korea/H2192/2015|EPI1681906|2015-01-22,EPI1681906,H5N8,2.3.4.4c,H5N8_2.3.4.4x,Domestic,non-zoonotic,2015.1.22
H5N8|A/chicken/Korea/H2599/2015|EPI1682667|2015-04-22,EPI1682667,H5N8,2.3.4.4c,H5N8_2.3.4.4x,Domestic,non-zoonotic,2015.4.22
H5N8|A/chicken/Iran/17RS654-01/2016|EPI1701629|2016-11-14,EPI1701629,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2016.11.14
H5N8|A/chicken/Iran/17RS654-28/2016|EPI1701675|2016-12-03,EPI1701675,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2016.12.3
H5N8|A/chicken/Iran/18VIR2027-05/2017|EPI1701733|2017-10-21,EPI1701733,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.10.21
H5N1|A/chicken/Vietnam/200/2005|EPI170730|2005-12-02,EPI170730,H5N1,2002.3.2,others,Domestic,non-zoonotic,2005.12.2
H5N1|A/Muscovy_duck/Vietnam/211/2005|EPI170739|2005-12-09,EPI170739,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2005.12.9
H5N1|A/bar-headed_goose/Qinghai/11/2006|EPI171527|2006-08-18,EPI171527,H5N1,2.2,2.2,Wild,non-zoonotic,2006.8.18
H5N1|A/bar-headed_goose/Qinghai/2/2008|EPI171540|2008-05-24,EPI171540,H5N1,0,0,Wild,non-zoonotic,2008.5.24
H5N6|A/Whooper_swan/Xinjiang/2/2020|EPI1718950|2020-01-03,EPI1718950,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2020.1.3
H5N6|A/Whooper_swan/Xinjiang/12/2020|EPI1719030|2020-01-17,EPI1719030,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2020.1.17
H5N8|A/chicken/Bulgaria/Plovdiv/224-2/2018|EPI1721802|2018-09-19,EPI1721802,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2018.9.19
H5N1|A/chicken/Primorsky/85/2008|EPI173067|2008-04-08,EPI173067,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2008.4.8
H5N8|A/turkey/Germany-MV/AR622-L02998/2017|EPI1737049|2017-01-26,EPI1737049,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.1.26
H5N8|A/turkey/Germany-BB/AR1223-L03028/2017|EPI1737147|2017-02-10,EPI1737147,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.2.10
H5N8|A/domestic_duck/Germany-BB/AR1341-L03029/2017|EPI1737155|2017-02-14,EPI1737155,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.2.14
H5N1|A/chicken/Anhui/1089/2007|EPI174642|2007-01-28,EPI174642,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2007.1.28
H5N1|A/duck/Hunan/1930/2007|EPI174648|2007-01-23,EPI174648,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2007.1.23
H5N1|A/chicken/Hubei/2856/2007|EPI174651|2007-01-29,EPI174651,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2007.1.29
H5N1|A/chicken/Bangladesh/40446/2019|EPI1777881|2019-07-11,EPI1777881,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2019.7.11
H5N8|A/laying_hen/Poland/002/2020|EPI1800003|2020-01-01,EPI1800003,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.1.1
H5N8|A/duck/Netherlands/16014829-001005/2016|EPI1802161|2016-11-25,EPI1802161,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2016.11.25
H5N8|A/chicken/Bulgaria/380-1_20VIR3542-1/2020|EPI1807331|2020-06-03,EPI1807331,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.6.3
H5N8|A/domestic_goose/Kazakhstan/1-248_2-20-B/2020|EPI1811601|2020-09-20,EPI1811601,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.9.20
H5N8|A/chicken/Poland/448/2020|EPI1814660|2020-11-24,EPI1814660,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.11.24
H5N8|A/goose/Tatarstan/1730-2/2020|EPI1815191|2020-10-09,EPI1815191,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.10.9
H5N6|A/chicken/Jiangxi/10_30_NCDZT17B3-OC/2017|EPI1820677|2017-10-03,EPI1820677,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2017.10.3
H5N6|A/chicken/Hunan/03_07_YYGK40L3-OC/2018|EPI1820684|2018-03-07,EPI1820684,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.3.7
H5|A/chicken/Fujian/10_23_FZHX0106-O/2018|EPI1820983|2018-10-23,EPI1820983,H5,2.3.4.4h,H5N2_2.3.4.4x,Domestic,non-zoonotic,2018.10.23
H5N6|A/chicken/Jiangxi/3_23_NCDZT57M3-OC/2018|EPI1821067|2018-03-23,EPI1821067,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.3.23
H5N6|A/chicken/Hunan/10_27_YYGK83B4-OC/2018|EPI1821090|2018-10-27,EPI1821090,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.10.27
H5N6|A/chicken/Anhui/2_22_YHZGS013-O/2019|EPI1821252|2019-02-22,EPI1821252,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2019.2.22
H5N6|A/Jiangsu/1/2020__H5N6_|EPI1838640|2020-11-25,EPI1838640,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2020.11.25
H5N6|A/Jiangsu/1/2020_H5N6_|EPI1838663|2020-11-28,EPI1838663,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2020.11.28
H5N5|A/barnacle_goose/Sweden/SVA201201SZ0353/KN003624/2020|EPI1838812|2020-11-25,EPI1838812,H5N5,2.3.4.4b,others,Wild,non-zoonotic,2020.11.25
H5N1|A/Laos/2121/2020|EPI1842225|2020-10-16,EPI1842225,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2020.10.16
H5N5|A/Chicken/Sweden/SVA210121SZ0033/KN000273-IP3/2021|EPI1843402|2021-01-20,EPI1843402,H5N5,2.3.4.4b,others,Domestic,non-zoonotic,2021.1.20
H5N8|A/Eurasian_wigeon/Italy/20VIR7301-362/2020|EPI1843650|2020-11-21,EPI1843650,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2020.11.21
H5N8|A/chicken/Korea/H470/2020|EPI1846025|2020-12-16,EPI1846025,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.12.16
H5N8|A/Astrakhan/3212/2020|EPI1846961|2020-12-12,EPI1846961,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Human,zoonotic,2020.12.12
H5N6|A/Anhui/2021-00011/2020|EPI1848299|2020-12-22,EPI1848299,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2020.12.22
H5N8|A/chicken/Rostov-on-Don/308-03/2020|EPI1848678|2020-10-25,EPI1848678,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.10.25
H5N8|A/chicken/Krasnodar/334-02/2021|EPI1848798|2021-01-05,EPI1848798,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.1.5
H5N8|A/chicken/Czech_Republic/1566-2/2021|EPI1850136|2021-01-22,EPI1850136,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.1.22
H5N3|A/curlew/France/21P003648/2021|EPI1850606|2021-01-22,EPI1850606,H5N3,2.3.4.4b,others,Wild,non-zoonotic,2021.1.22
H5N3|A/mallard/France/20P017917/2020|EPI1850647|2020-12-07,EPI1850647,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2020.12.7
H5N1|A/chicken/Laos/NL-1621312/2016|EPI1851005|2016-07-01,EPI1851005,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2016.7.1
H5N8|A/chicken/Czech_Republic/4526/2021|EPI1854323|2021-03-06,EPI1854323,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.6
H5N8|A/mute_swan/Czech_Republic/4606/2021|EPI1854331|2021-03-04,EPI1854331,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.3.4
H5N8|A/peacock/Czech_Republic/6529-2/2021|EPI1858468|2021-04-02,EPI1858468,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.4.2
H5N8|A/chicken/Czech_Republic/4980/2021|EPI1858500|2021-03-12,EPI1858500,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.12
H5N8|A/swan/Lithuania/1842PG1_21VIR2606-5/2021|EPI1858590|2021-03-19,EPI1858590,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.3.19
H5N8|A/Grey_Seal/SVA210406SZ0066/KN001401/2021|EPI1858930|2021-03-18,EPI1858930,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Marine,zoonotic,2021.3.18
H5N8|A/whooper_swan/Henan/SM16/2020|EPI1859333|2020-11-10,EPI1859333,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2020.11.10
H5N8|A/Chicken/Sweden/SVA210420SZ0002/KN099429-IP22/2021|EPI1859637|2021-04-20,EPI1859637,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.4.20
H5N8|A/mute_swan/Poland/MB268/2021|EPI1859663|2021-03-03,EPI1859663,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.3.3
H5N8|A/anser_anser/Spain/102-8_21VIR1230-4/2021|EPI1860063|2021-01-07,EPI1860063,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.1.7
H5N8|A/chicken/Czech_Republic/10251-1/2021|EPI1868456|2021-05-16,EPI1868456,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.5.16
H5N8|A/chicken/Romania/12448_21VIR3734-3/2021|EPI1877870|2021-05-05,EPI1877870,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.5.5
H5N1|A/barnacle_goose/Sweden/SVA210511SZ0567/FB001840/M-2021|EPI1882784|2021-05-11,EPI1882784,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.5.11
H5N6|A/Sichuan/06681/2021|EPI1883261|2021-07-03,EPI1883261,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.3
H5N2|A/whooper_swan/Henan/T886/2018|EPI1884462|2018-12-10,EPI1884462,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2018.12.10
H5N6|A/GX-guilin/11151/2021|EPI1887789|2021-07-14,EPI1887789,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.14
H5N2|A/heron/Taiwan/17DB0001/2017|EPI1892674|2017-01-11,EPI1892674,H5N2,2.3.4.4c,H5N2_2.3.4.4x,Wild,non-zoonotic,2017.1.11
H5N1|A/DUCK/Hunan/85/2010|EPI1892861|2010-01-01,EPI1892861,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2010.1.1
H5N3|A/duck/Tottori/K191/2015|EPI1898275|2015-02-23,EPI1898275,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2015.2.23
H5N6|A/Ferruginous_duck/Bangladesh/42380/2020|EPI1903054|2020-01-19,EPI1903054,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2020.1.19
H5N1|A/chicken/Egypt/083/2008|EPI190428|2008-01-02,EPI190428,H5N1,2.2.1.1,2.2,Domestic,non-zoonotic,2008.1.2
H5N8|A/red_fox/England/AVP-M1-21-01/2020|EPI1916410|2020-12-08,EPI1916410,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Mammals,zoonotic,2020.12.8
H5N8|A/Meleagris_gallopavo/Belgium/11293_001/2021|EPI1917366|2021-08-30,EPI1917366,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.8.30
H5N6|A/Sichuan/06689/2021|EPI1918700|2021-07-05,EPI1918700,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.5
H5N6|A/Hunan/09285/2021|EPI1918708|2021-08-07,EPI1918708,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.8.7
H5N6|A/Hunan/09911/2021|EPI1918710|2021-09-03,EPI1918710,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.9.3
H5N6|A/Chongqing/02/2021|EPI1918712|2021-07-09,EPI1918712,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.9
H5N8|A/seal/Germany-SH/AI05373/2021|EPI1918889|2021-08-15,EPI1918889,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Marine,zoonotic,2021.8.15
H5N8|A/seal/Germany-SH/AI05377/2021|EPI1918893|2021-08-18,EPI1918893,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Marine,zoonotic,2021.8.18
H5N8|A/seal/Germany-SH/AI05379/2021|EPI1918903|2021-08-19,EPI1918903,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Marine,zoonotic,2021.8.19
H5N6|A/Sichuan/07348/2021|EPI1921261|2021-07-19,EPI1921261,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.7.19
H5N8|A/whooper_swan/Shandong/SC200/2021|EPI1921574|2021-01-23,EPI1921574,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.1.23
H5N6|A/Hunan/11318/2021|EPI1928144|2021-10-03,EPI1928144,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.10.3
H5N1|A/chicken/Netherlands/21038211-001/2021|EPI1930011|2021-11-05,EPI1930011,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.11.5
H5N2|A/Anas_platyrhynchos/Belgium/10413_0003/2020|EPI1942394|2020-10-04,EPI1942394,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2020.10.4
H5N1|A/turkey/Germany-NI/AI04455/2021|EPI1943857|2021-05-05,EPI1943857,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.5.5
H5N8|A/turkey/Germany-NI/AI02393/2021|EPI1943861|2021-03-08,EPI1943861,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.8
H5N8|A/chicken/Germany-SN/AI02353/2021|EPI1944162|2021-03-05,EPI1944162,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.5
H5N8|A/chicken/Germany-MV/AI01407/2021|EPI1944183|2021-02-12,EPI1944183,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.2.12
H5N8|A/chicken/Germany-NW/AI02054/2021|EPI1944187|2021-03-01,EPI1944187,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.1
H5N8|A/wild_goose/Germany-NI/AI00854/2021|EPI1944216|2021-01-18,EPI1944216,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.1.18
H5N1|A/Eurasian_wigeon/Italy/21VIR8919-3/2021|EPI1944256|2021-10-28,EPI1944256,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.10.28
H5N1|A/turkey/Italy/21VIR9767-3/2021|EPI1944381|2021-11-17,EPI1944381,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.11.17
H5N1|A/Red_fox/Estonia/TA2126820_21VIR10433-13/2021|EPI1945585|2021-11-08,EPI1945585,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2021.11.8
H5N6|A/Hangzhou/01/2021|EPI1946730|2021-12-22,EPI1946730,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.12.22
H5N1|A/turkey/Italy/21VIR8480-1/2021|EPI1947303|2021-10-11,EPI1947303,H5N1,EA-nonGsGD,EA-nonGsGD,Domestic,nonGsGd,2021.10.11
H5N3|A/teal/Italy/21VIR8923-73/2021|EPI1947349|2021-10-29,EPI1947349,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2021.10.29
H5N1|A/mute_swan/Netherlands/21039291-002/2021|EPI1947428|2021-11-19,EPI1947428,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.11.19
H5N8|A/turkey/Germany-MV/AI01015/2021|EPI1954384|2021-01-28,EPI1954384,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.1.28
H5N1|A/red_fox/Netherlands/22000097-004/2022|EPI1956640|2022-01-03,EPI1956640,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.3
H5N8|A/chicken/Netherlands/20016597-026030/2020|EPI1956648|2020-10-28,EPI1956648,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2020.10.28
H5N1|A/chicken/Croatia/7/2022|EPI1956834|2022-01-10,EPI1956834,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.10
H5N1|A/polecat/Netherlands/22000516-003/2022|EPI1958457|2022-01-08,EPI1958457,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.8
H5N1|A/England/215201407/2021|EPI1958565|2021-12-26,EPI1958565,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2021.12.26
H5N1|A/turkey/Italy/21VIR11586-2/2021|EPI1961985|2021-12-23,EPI1961985,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.23
H5N6|A/chicken/Northern_China/F0130c/2018|EPI1973703|2018-01-30,EPI1973703,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2018.1.30
H5N1|A/chicken/Czech_Republic/25690/2021|EPI1980621|2021-12-22,EPI1980621,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.22
