name,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date
H5N1|A/Indonesia/CDC759/2006|CY014543|2006--,CY014543,H5N1,2.1.3.2,others,Human,zoonotic,2006--
H5N1|A/Indonesia/CDC938/2006|CY017638|2006-11-10,CY017638,H5N1,2.1.3.2,others,Human,zoonotic,2006.11.10
H5N1|A/Indonesia/CDC835/2006|CY017662|2006-09-22,CY017662,H5N1,2.1.3.2,others,Human,zoonotic,2006.9.22
H5N1|A/Indonesia/CDC887/2006|CY017688|2006-10-14,CY017688,H5N1,2.1.3.2,others,Human,zoonotic,2006.10.14
H5N1|A/Indonesia/CDC1031/2007|CY019352|2007-01-05,CY019352,H5N1,2.1.3.2,others,Human,zoonotic,2007.1.5
H5N1|A/Indonesia/CDC1032/2007|CY019384|2007-01-06,CY019384,H5N1,2.1.3.2,others,Human,zoonotic,2007.1.6
H5N1|A/Indonesia/CDC1046/2007|CY019408|2007-01-11,CY019408,H5N1,2.1.3.2,others,Human,zoonotic,2007.1.11
H5N1|A/Egypt/N03434/2009|CY041930|2009-04-15,CY041930,H5N1,2002.2.1,2.2,Human,zoonotic,2009.4.15
H5N1|A/Egypt/N04526/2009|CY041945|2009-05-18,CY041945,H5N1,2002.2.1,2.2,Human,zoonotic,2009.5.18
H5N1|A/Egypt/N04822/2009|CY041949|2009-05-25,CY041949,H5N1,2002.2.1,2.2,Human,zoonotic,2009.5.25
H5N1|A/Egypt/N04979/2009|CY041953|2009-05-31,CY041953,H5N1,2002.2.1,2.2,Human,zoonotic,2009.5.31
H5N1|A/Egypt/10217-NAMRU3/2007|CY062442|2007-12-29,CY062442,H5N1,2002.2.1,2.2,Human,zoonotic,2007.12.29
H5N1|A/chicken/West_Bengal/174881/2009|CY080371|2009-03-25,CY080371,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2009.3.25
H5N1|A/Bangladesh/3233/2011|CY088769|2011-03-09,CY088769,H5N1,2.2.2.1,2.2,Human,zoonotic,2011.3.9
H5N1|A/Sichuan/2/2006|CY098603|2006-01-10,CY098603,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.1.10
H5N1|A/Hubei/1/2006|CY098641|2006-04-01,CY098641,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.4.1
H5N1|A/Sichuan/3/2006|CY098648|2006-04-16,CY098648,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.4.16
H5N1|A/Anhui/1/2006|CY098668|2006-12-10,CY098668,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.12.10
H5N1|A/Anhui/1/2007|CY098681|2007-03-17,CY098681,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2007.3.17
H5N1|A/Hunan/1/2008|CY098688|2008-01-16,CY098688,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2008.1.16
H5N1|A/Guangxi/1/2008|CY098695|2008-02-12,CY098695,H5N1,2.3.4.3,2002.3.4,Human,zoonotic,2008.2.12
H5N1|A/Guangdong/1/2008|CY098702|2008-02-16,CY098702,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2008.2.16
H5N1|A/Beijing/1/2009|CY098709|2008-12-04,CY098709,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2008.12.4
H5N1|A/Shandong/1/2009|CY098716|2009-01-05,CY098716,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2009.1.5
H5N1|A/Hunan/1/2009|CY098723|2009-01-08,CY098723,H5N1,2.3.4.1,2002.3.4,Human,zoonotic,2009.1.8
H5N1|A/Xinjiang/1/2009|CY098730|2009-01-10,CY098730,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2009.1.10
H5N1|A/Guizhou/1/2009|CY098737|2009-01-15,CY098737,H5N1,2.3.4.1,2002.3.4,Human,zoonotic,2009.1.15
H5N1|A/Hunan/2/2009|CY098751|2009-01-23,CY098751,H5N1,2.3.4.1,2002.3.4,Human,zoonotic,2009.1.23
H5N1|A/Hubei/1/2010|CY098758|2010-05-21,CY098758,H5N1,2.3.2.1a,2.3.2.1,Human,zoonotic,2010.5.21
H5N1|A/muscovy_duck/Viet_Nam/TMU014/2008|CY099967|2008-03-13,CY099967,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2008.3.13
H5N1|A/chicken/Sharkia/CAI16/2009|CY125985|2009-06-01,CY125985,H5N1,2.2.1.1,2.2,Domestic,non-zoonotic,2009.6.1
H5N2|A/mallard/Southcentral_Alaska/12ML00991_AAF1/2014|CY194189|2014-09-22,CY194189,H5N2,Am-nonGsGD,Am-nonGsGD,Wild,nonGsGd,2014.9.22
H5N1|A/Thailand/676/2005|DQ360835|2005--,DQ360835,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/Anhui/1/2005|DQ371928|2005-11-01,DQ371928,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2005.11.1
H5N1|A/Anhui/2/2005|DQ371929|2005-11-11,DQ371929,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2005.11.11
H5N1|A/Guangxi/1/2005|DQ371930|2005-11-23,DQ371930,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2005.11.23
H5N1|A/Thailand/NK165/2005|DQ372591|2005--,DQ372591,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/swine/Fujian/2001|DQ432037|2001--,DQ432037,H5N1,0,0,Mammals,zoonotic,2001--
H5N1|A/swine/Fujian/2003|DQ432045|2003--,DQ432045,H5N1,0,0,Mammals,zoonotic,2003--
H5N1|A/Vietnam/CL01/2004|DQ497719|2004--,DQ497719,H5N1,1,others,Human,zoonotic,2004--
H5N1|A/Vietnam/CL36/2004|DQ497724|2004--,DQ497724,H5N1,1,others,Human,zoonotic,2004--
H5N1|A/Vietnam/CL100/2004|DQ497725|2004--,DQ497725,H5N1,1,others,Human,zoonotic,2004--
H5N1|A/Vietnam/CL105/2005|DQ497726|2005--,DQ497726,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/Vietnam/CL115/2005|DQ497727|2005--,DQ497727,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/Zhejiang/16/2006|DQ643809|2006--,DQ643809,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006--
H5N1|A/cat/Germany/R606/06|DQ643982|2006-02-,DQ643982,H5N1,2.2,2.2,Mammals,zoonotic,2006.2.1
H5N1|A/China/GD01/2006|DQ835313|2006--,DQ835313,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006--
H5N1|A/swine/Anhui/cb/2004|DQ997076|2004--,DQ997076,H5N1,7,others,Mammals,zoonotic,2004--
H5N1|A/swine/Henan/wy/2004|DQ997253|2004--,DQ997253,H5N1,0,0,Mammals,zoonotic,2004--
H5N1|A/swine/Guangxi/wz/2004|DQ997262|2004--,DQ997262,H5N1,0,0,Mammals,zoonotic,2004--
H5N1|A/swine/Anhui/ca/2004|DQ997392|2004--,DQ997392,H5N1,6,others,Mammals,zoonotic,2004--
H5N1|A/Egypt/2763-NAMRU3/2006|EF042614|2006--,EF042614,H5N1,2002.2.1,2.2,Human,zoonotic,2006--
H5N1|A/Egypt/3458-NAMRU3/2006|EF042619|2006--,EF042619,H5N1,2002.2.1,2.2,Human,zoonotic,2006--
H5N1|A/Egypt/5494-NAMRU3/2006|EF042620|2006--,EF042620,H5N1,2002.2.1,2.2,Human,zoonotic,2006--
H5N1|A/Egypt/5614-NAMRU3/2006|EF042621|2006--,EF042621,H5N1,2002.2.1,2.2,Human,zoonotic,2006--
H5N1|A/Egypt/12374-NAMRU3/2006|EF061116|2006-10-,EF061116,H5N1,2002.2.1,2.2,Human,zoonotic,2006-10-
H5N1|A/Owston_s_civet/Vietnam/1/2005|EF124794|2005--,EF124794,H5N1,2002.3.2,others,Mammals,zoonotic,2005--
H5N1|A/Egypt/14725-NAMRU3/2006|EF200513|2006--,EF200513,H5N1,2002.2.1,2.2,Human,zoonotic,2006--
H5N1|A/Viet_Nam/JP178/2004|EF456795|2004-08-,EF456795,H5N1,1,others,Human,zoonotic,2004-08-
H5N1|A/Viet_Nam/JP4207/2005|EF456798|2005--,EF456798,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/Cambodia/JP52a/2005|EF456805|2005--,EF456805,H5N1,1,others,Human,zoonotic,2005--
H5N1|A/Egypt/1604-NAMRU3/2007|EF535818|2007--,EF535818,H5N1,2002.2.1,2.2,Human,zoonotic,2007--
H5N1|A/Egypt/1731-NAMRU3/2007|EF535819|2007--,EF535819,H5N1,2002.2.1,2.2,Human,zoonotic,2007--
H5N1|A/Egypt/1902-NAMRU3/2007|EF535820|2007--,EF535820,H5N1,2002.2.1,2.2,Human,zoonotic,2007--
H5N1|A/Egypt/2321-NAMRU3/2007|EF535822|2007-03-13,EF535822,H5N1,2002.2.1,2.2,Human,zoonotic,2007.3.13
H5N1|A/Egypt/2620-NAMRU3/2007|EF535825|2007--,EF535825,H5N1,2002.2.1,2.2,Human,zoonotic,2007--
H5N1|A/Thailand/16/2004|EF541408|2004--,EF541408,H5N1,1,others,Human,zoonotic,2004--
H5N1|A/Thailand/Chaiyaphum/622/2004|EF541417|2004--,EF541417,H5N1,1,others,Human,zoonotic,2004--
H5N1|A/Beijing/01/2003|EF587277|2003--,EF587277,H5N1,7,others,Human,zoonotic,2003--
H5N1|A/Turkey/12/2006|EF619982|2006--,EF619982,H5N1,2.2,2.2,Wild,non-zoonotic,2006--
H5N1|A/Turkey/651242/2006|EF619990|2006--,EF619990,H5N1,2.2,2.2,Wild,non-zoonotic,2006--
H5N6|A/common_teal/Korea/W558/2017|EPI1006736|2017-01-04,EPI1006736,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.1.4
H5N8|A/chicken/Belgium/807/2017|EPI1007667|2017-02-01,EPI1007667,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.2.1
H5N6|A/swine/Guangdong/G3/2015|EPI1008836|2015-03-26,EPI1008836,H5N6,2.3.4.4a,H5N6_2.3.4.4x,Mammals,zoonotic,2015.3.26
H5N1|A/chicken/Sukoharjo/04160454/2016|EPI1009310|2016-04-01,EPI1009310,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.4.1
H5N1|A/chicken/Banyuwangi/04160330/2016|EPI1009391|2016-03-14,EPI1009391,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.3.14
H5N6|A/Bean_goose/Hubei/CH-I225/2017|EPI1009544|2017-02-24,EPI1009544,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.2.24
H5N3|A/mallard_duck/Netherlands/38/2008|EPI1010550|2008-10-08,EPI1010550,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2008.10.8
H5N1|A/Cygnus_olor/Astrakhan/Ast05-2-2/2005|EPI101483|2005-11-26,EPI101483,H5N1,2.2,2.2,Wild,non-zoonotic,2005.11.26
H5N8|A/mute_swan/Czech_Republic/964-17/2017__H5N8_|EPI1021093|2017-01-19,EPI1021093,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2017.1.19
H5N8|A/mute_swan/Czech_Republic/967-17/2017__H5N8_|EPI1021094|2017-01-19,EPI1021094,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2017.1.19
H5N1|A/Cygnus_olor/Astrakhan/Ast05-2-10/2005|EPI102982|2005-11-26,EPI102982,H5N1,2.2,2.2,Wild,non-zoonotic,2005.11.26
H5N2|A/chicken/Wuxi/6074/2015|EPI1055332|2015-06-16,EPI1055332,H5N2,2.3.4.4c,H5N2_2.3.4.4x,Domestic,non-zoonotic,2015.6.16
H5N2|A/chicken/Wuxi/2722/2014|EPI1055344|2014-07-22,EPI1055344,H5N2,2.3.2.1d,2.3.2.1,Domestic,non-zoonotic,2014.7.22
H5N6|A/chicken/Wuxi/7157/2015|EPI1055352|2015-12-19,EPI1055352,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.12.19
H5N6|A/Chicken/Huizhou/16274/2016_H5N6_|EPI1060731|2016-03-01,EPI1060731,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.3.1
H5N6|A/Goose/Qingyuan/16875/2016|EPI1060739|2016-08-29,EPI1060739,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.8.29
H5N6|A/Quail/Zhanjiang/16887/2016|EPI1060753|2016-08-15,EPI1060753,H5N6,2.3.4.4g,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.8.15
H5N9|A/ruddy_turnstone/Delaware_Bay/117/2011|EPI1061340|2011-05-23,EPI1061340,H5N9,Am-nonGsGD,Am-nonGsGD,Wild,nonGsGd,2011.5.23
H5N6|A/cat/Zhejiang/C1/2016|EPI1061382|2016-01-12,EPI1061382,H5N6,2.3.4.4d,H5N6_2.3.4.4x,Mammals,zoonotic,2016.1.12
H5N6|A/cat/Zhejiang/C2/2016|EPI1061383|2016-01-12,EPI1061383,H5N6,2.3.4.4,H5N6_2.3.4.4x,Mammals,zoonotic,2016.1.12
H5N2|A/chicken/Zhejiang/7450/2015|EPI1065937|2015-07-04,EPI1065937,H5N2,2.3.4.4c,H5N2_2.3.4.4x,Domestic,non-zoonotic,2015.7.4
H5N6|A/duck/Kagoshima/KU-d42/2016|EPI1072926|2016-11-20,EPI1072926,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2016.11.20
H5N1|A/Indonesia/NIHRD17109/2017|EPI1079019|2017-09-08,EPI1079019,H5N1,2.3.2.1g,2.3.2.1,Human,zoonotic,2017.9.8
H5N8|A/swan/Italy/17VIR7064-1/2017|EPI1081925|2017-08-25,EPI1081925,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2017.8.25
H5N1|A/chicken/Vietnam/HU4-1316/2015|EPI1090099|2015-11-07,EPI1090099,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.11.7
H5N6|A/Chicken/Yunnan/YN-3/2016__H5N6_|EPI1091684|2016-06-28,EPI1091684,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2016.6.28
H5N6|A/Chicken/Yunnan/YN-10/2015___H5N6_|EPI1093278|2015-11-24,EPI1093278,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Domestic,non-zoonotic,2015.11.24
H5N1|A/muscovy_duck/East_Java/SB29/2012|EPI1095735|2012-07-01,EPI1095735,H5N1,2.1.3.2a,others,Domestic,non-zoonotic,2012.7.1
H5N1|A/chicken/Bengkulu/RJL24/2013|EPI1095775|2013-07-01,EPI1095775,H5N1,2.1.3.2b,others,Domestic,non-zoonotic,2013.7.1
H5N1|A/duck/Bangladesh/31297/2016|EPI1098990|2016-11-25,EPI1098990,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2016.11.25
H5N8|A/chicken/Korea/Gunsan/2017|EPI1123343|2017-06-03,EPI1123343,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.6.3
H5N6|A/mandarin_duck/Tochigi/0902C033/2017|EPI1133388|2017-02-20,EPI1133388,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.2.20
H5N8|A/Bar-headed_Goose/Qinghai/A20/2016|EPI1144101|2016-05-14,EPI1144101,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2016.5.14
H5N6|A/mandarin_duck/Korea/H69/2017|EPI1145338|2017-12-19,EPI1145338,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2017.12.19
H5N1|A/guineafowl/France/160009/2016|EPI1153441|2015-12-29,EPI1153441,H5N1,EA_nonGsGD,EA-nonGsGD,Wild,nonGsGd,2015.12.29
H5N1|A/chicken/Indonesia/7/2003|EPI115476|2003-12-20,EPI115476,H5N1,2002.1.1,others,Domestic,non-zoonotic,2003.12.20
H5N1|A/chicken/Anhui/QD1/2014|EPI1158808|2014-02-27,EPI1158808,H5N1,2.3.4.4g,H5N1_2.3.4.4b,Domestic,non-zoonotic,2014.2.27
H5N8|A/Anser_cygnoides/Hubei/FW44/2016|EPI1159809|2016-12-13,EPI1159809,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2016.12.13
H5N6|A/Gadwall/Ningxia/487-38/2015|EPI1159957|2015-11-11,EPI1159957,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Wild,non-zoonotic,2015.11.11
H5N6|A/mute_swan/Ibaraki/0803-214/2016|EPI1161032|2016-12-13,EPI1161032,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2016.12.13
H5N1|A/muscovy_duck/Vietnam/HU8-1569/2017|EPI1161157|2017-08-21,EPI1161157,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.8.21
H5N6|A/muscovy_duck/Vietnam/HU2-26/2014|EPI1161310|2014-12-05,EPI1161310,H5N6,2.3.4.4a,H5N6_2.3.4.4x,Domestic,non-zoonotic,2014.12.5
H5N1|A/chicken/Moscow/2/2007|EPI116136|2007-02-13,EPI116136,H5N1,2.2,2.2,Domestic,non-zoonotic,2007.2.13
H5N6|A/muscovy_duck/Vietnam/HU7-23/2017|EPI1161412|2017-08-01,EPI1161412,H5N6,2.3.4.4g,H5N6_2.3.4.4x,Domestic,non-zoonotic,2017.8.1
H5N1|A/chicken/Viet_Nam/1/2004|EPI116517|2004-01-24,EPI116517,H5N1,1,others,Domestic,non-zoonotic,2004.1.24
H5N1|A/cormorant/Strilkova/Kherson/63/2006|EPI1179657|2006-06-01,EPI1179657,H5N1,2002.2.1,2.2,Wild,non-zoonotic,2006.6.1
H5N6|A/tundra_swan/Niigata/5112007/2016|EPI1184362|2016-12-06,EPI1184362,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2016.12.6
H5N8|A/domestic_duck/Poland/47/2017|EPI1184965|2017-01-16,EPI1184965,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.1.16
H5N8|A/chicken/Poland/101/2017|EPI1184995|2017-02-03,EPI1184995,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.2.3
H5N8|A/mallard/Poland/17/2017|EPI1185024|2017-01-13,EPI1185024,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2017.1.13
H5N8|A/wild_duck/Poland/57/2017|EPI1185037|2017-01-27,EPI1185037,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2017.1.27
H5N1|A/chicken/Hubei/14/2004|EPI119150|2004-01-28,EPI119150,H5N1,9,others,Domestic,non-zoonotic,2004.1.28
H5N6|A/Mandarin_duck/Korea/K17-1893/2017|EPI1200558|2017-12-23,EPI1200558,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Wild,non-zoonotic,2017.12.23
H5N7|A/ruddy_turnstone/Delaware_Bay/272/2017|EPI1200990|2017-05-21,EPI1200990,H5N7,Am-nonGsGD,Am-nonGsGD,Wild,nonGsGd,2017.5.21
H5N6|A/duck/Vietnam/QuangBinh/DH130723/2017|EPI1205176|2017-07-23,EPI1205176,H5N6,2.3.4.4,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.7.23
H5N6|A/chicken/Vietnam/QuangBinh/BD1113/2017|EPI1205178|2017-11-13,EPI1205178,H5N6,2.3.4.4f,H5N6_2.3.4.4x,Domestic,non-zoonotic,2017.11.13
H5N6|A/chicken/Germany-SH/AR163-L02542/2018|EPI1208567|2018-03-19,EPI1208567,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Domestic,non-zoonotic,2018.3.19
H5N8|A/Brahma_chicken/Belgium/6153/2017|EPI1226468|2017-06-15,EPI1226468,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2017.6.15
H5N1|A/chicken/Krasnodar/300/07|EPI125411|2007-09-05,EPI125411,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2007.9.5
H5N1|A/chicken/Cambodia/a27W9M1/2016|EPI1272982|2016-03-02,EPI1272982,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2016.3.2
H5N1|A/chicken/Cambodia/Z9W7M1/2015|EPI1273014|2015-02-09,EPI1273014,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.9
H5N1|A/chicken/Cambodia/Z37W8M3/2015|EPI1273038|2015-02-17,EPI1273038,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.17
H5N1|A/chicken/Cambodia/Z57W9M3/2015|EPI1273078|2015-02-24,EPI1273078,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.24
H5N1|A/chicken/Cambodia/Z59W9M3/2015|EPI1273086|2015-02-24,EPI1273086,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.24
H5N1|A/chicken/Cambodia/Z149W14M1/2015|EPI1273150|2015-03-30,EPI1273150,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.3.30
H5N1|A/chicken/Cambodia/Z268W20M1/2015|EPI1273198|2015-05-11,EPI1273198,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.5.11
H5N1|A/chicken/Egypt/06495-NLQP/2006|EPI127764|2006-03-17,EPI127764,H5N1,2002.2.1,2.2,Domestic,non-zoonotic,2006.3.17
H5N1|A/chicken/Egypt/06541-NLQP/2006|EPI127766|2006-03-20,EPI127766,H5N1,2002.2.1,2.2,Domestic,non-zoonotic,2006.3.20
H5N1|A/turkey/Nigeria/16VIR5840-79/2016|EPI1308292|2016-01-06,EPI1308292,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2016.1.6
H5N1|A/chicken/Nigeria/16VIR5840-68/2015|EPI1308587|2015-08-24,EPI1308587,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.8.24
H5N1|A/chicken/Nigeria/16VIR5840-60/2015|EPI1308636|2015-07-14,EPI1308636,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.7.14
H5N1|A/chicken/Nigeria/16VIR5840-63/2015|EPI1308639|2015-08-10,EPI1308639,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.8.10
H5N1|A/chicken/Bangladesh/33167/2017|EPI1309502|2017-07-21,EPI1309502,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.7.21
H5N1|A/duck/Bangladesh/33772/2017|EPI1309601|2017-10-19,EPI1309601,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2017.10.19
H5N1|A/duck/Bangladesh/33415/2017|EPI1309636|2017-08-17,EPI1309636,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2017.8.17
H5N2|A/duck/East_Java/Spg14/2016|EPI1324887|2016-01-27,EPI1324887,H5N2,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.1.27
H5N1|A/chicken/Bangladesh/BM18B59/2017|EPI1330401|2017-04-24,EPI1330401,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.4.24
H5N1|A/chicken/Bangladesh/01C209/2017|EPI1330436|2017-03-02,EPI1330436,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.3.2
H5N1|A/chicken/Bangladesh/08C178/2016|EPI1331417|2016-09-05,EPI1331417,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2016.9.5
H5N1|A/chicken/Bangladesh/BH19P32_4_/2017|EPI1331425|2017-06-07,EPI1331425,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.6.7
H5N6|A/Guangxi/31906/2018|EPI1352805|2018-08-15,EPI1352805,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2018.8.15
H5N6|A/Jiangsu/32888/2018|EPI1352821|2018-11-06,EPI1352821,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2018.11.6
H5N6|A/Guangxi/13486/2017|EPI1352861|2017-11-17,EPI1352861,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Human,zoonotic,2017.11.17
H5N1|A/chicken/Laos/NL-1502337/2017|EPI1353790|2017-07-11,EPI1353790,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.7.11
H5N1|A/chicken/Laos/NL-1503023/2017|EPI1353798|2017-09-15,EPI1353798,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.9.15
H5N6|A/Waterfowl/Guangdong/PO17284158/YJ/2017-5-10|EPI1366572|2017-05-10,EPI1366572,H5N6,2.3.4.4e,H5N6_2.3.4.4x,Wild,non-zoonotic,2017.5.10
H5N6|A/Hubei/29578/2016_x_PR8___CNIC-HB29578_|EPI1369965|2016-04-10,EPI1369965,H5N6,2.3.4.4d,H5N6_2.3.4.4x,Human,zoonotic,2016.4.10
H5N6|A/Fujian-Sanyuan/21099/2017_x_PR8__CNIC-21099_|EPI1369973|2017-12-25,EPI1369973,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2017.12.25
H5N1|A/Indonesia/NIHRD7781/2008|EPI1377564|2008-03-25,EPI1377564,H5N1,2.1.3.3,others,Human,zoonotic,2008.3.25
H5N1|A/Indonesia/NIHRD7802/2008|EPI1377572|2008-03-28,EPI1377572,H5N1,2.1.3.2,others,Human,zoonotic,2008.3.28
H5N1|A/Indonesia/NIHRD9158/2009|EPI1377596|2009-01-22,EPI1377596,H5N1,2.1.3.2,others,Human,zoonotic,2009.1.22
H5N1|A/Indonesia/NIHRD9653/2009|EPI1377612|2009-05-22,EPI1377612,H5N1,2.1.3.2,others,Human,zoonotic,2009.5.22
H5N1|A/Indonesia/NIHRD9665/2009|EPI1377620|2009-05-30,EPI1377620,H5N1,2.1.3.2,others,Human,zoonotic,2009.5.30
H5N1|A/Indonesia/NIHRD10529/2010|EPI1377644|2010-07-07,EPI1377644,H5N1,2.1.3.2,others,Human,zoonotic,2010.7.7
H5N1|A/Indonesia/NIHRD11046/2011|EPI1377660|2011-02-03,EPI1377660,H5N1,2.1.3.2b,others,Human,zoonotic,2011.2.3
H5N1|A/Indonesia/NIHRD11073/2011|EPI1377668|2011-02-02,EPI1377668,H5N1,2.1.3.2,others,Human,zoonotic,2011.2.2
H5N1|A/Indonesia/NIHRD11454/2011|EPI1377676|2011-04-08,EPI1377676,H5N1,2.1.3.2,others,Human,zoonotic,2011.4.8
H5N1|A/Indonesia/NIHRD12130/2012|EPI1377700|2012-02-22,EPI1377700,H5N1,2.1.3.2a,others,Human,zoonotic,2012.2.22
H5N1|A/Indonesia/NIHRD12452/2012|EPI1377720|2012-08-01,EPI1377720,H5N1,2.1.3.2a,others,Human,zoonotic,2012.8.1
H5N1|A/Indonesia/NIHRD15028/2015|EPI1377764|2015-03-25,EPI1377764,H5N1,2.1.3.2b,others,Human,zoonotic,2015.3.25
H5N1|A/Indonesia/NIHRD9160/2009|EPI1377772|2009-01-27,EPI1377772,H5N1,2.1.3.2,others,Human,zoonotic,2009.1.27
H5N1|A/Indonesia/NIHRD7503/2008|EPI1377788|2008-02-15,EPI1377788,H5N1,2.1.3.2,others,Human,zoonotic,2008.2.15
H5N1|A/Indonesia/NIHRD10612/2010|EPI1377796|2010-08-25,EPI1377796,H5N1,2.1.3.2,others,Human,zoonotic,2010.8.25
H5N1|A/Indonesia/NIHRD11198/2011|EPI1377812|2011-03-04,EPI1377812,H5N1,2.1.3.2b,others,Human,zoonotic,2011.3.4
